-2000.000000	0.008140	-0.007234
-1960.000000	0.008873	-0.002647
-1920.000000	0.002280	-0.001589
-1880.000000	0.001705	-0.003398
-1840.000000	0.005566	-0.008277
-1800.000000	0.006284	-0.009218
-1760.000000	0.006928	-0.005306
-1720.000000	0.007672	-0.007697
-1680.000000	0.008451	-0.004499
-1640.000000	0.007970	-0.007693
-1600.000000	0.007335	-0.005434
-1560.000000	0.004342	-0.004299
-1520.000000	0.001224	-0.004389
-1480.000000	0.001862	-0.001963
-1440.000000	0.004734	-0.000602
-1400.000000	0.007333	-0.001697
-1360.000000	0.002581	-0.006998
-1320.000000	0.001831	-0.007659
-1280.000000	0.004554	-0.006519
-1240.000000	0.007742	-0.007092
-1200.000000	0.002638	-0.004027
-1160.000000	0.002670	-0.003764
-1120.000000	-0.001211	-0.003161
-1080.000000	0.001254	-0.008009
-1040.000000	0.004541	-0.007885
-1000.000000	0.001490	-0.002944
-960.000000	0.002601	-0.001776
-920.000000	0.004601	-0.006018
-880.000000	0.002249	-0.004939
-840.000000	0.008873	-0.007700
-800.000000	0.007575	-0.007604
-760.000000	0.007657	-0.007730
-720.000000	0.005631	-0.004856
-680.000000	0.006488	-0.004438
-640.000000	0.008880	-0.004617
-600.000000	0.010048	-0.003712
-560.000000	0.007743	-0.005167
-520.000000	0.007251	-0.006520
-480.000000	0.009630	-0.006743
-440.000000	0.012829	-0.003627
-400.000000	0.012015	-0.001936
-360.000000	0.008183	-0.001827
-320.000000	0.010389	-0.004366
-280.000000	0.008698	-0.004960
-240.000000	0.012398	-0.007001
-200.000000	0.014376	-0.008668
-160.000000	0.018546	-0.005750
-120.000000	0.023347	-0.007072
-80.000000	0.027152	-0.004961
-40.000000	0.018381	-0.006674
0.000000	-0.003555	-0.002518
40.000000	-0.015076	-0.006156
80.000000	-0.005666	-0.009586
120.000000	-0.001952	-0.008459
160.000000	-0.006160	-0.010294
200.000000	-0.005840	-0.006572
240.000000	0.001432	-0.003115
280.000000	-0.004981	-0.009323
320.000000	-0.006688	-0.008015
360.000000	-0.007312	-0.003984
400.000000	-0.010352	-0.003658
440.000000	-0.011402	-0.006950
480.000000	-0.010642	-0.000327
520.000000	-0.007703	-0.003638
560.000000	-0.002495	-0.005804
600.000000	-0.006176	-0.002136
640.000000	-0.003353	-0.002282
680.000000	-0.003206	-0.000502
720.000000	-0.004842	-0.003115
760.000000	0.000136	-0.001937
800.000000	-0.004670	-0.001305
840.000000	-0.006024	-0.003551
880.000000	-0.001384	-0.002035
920.000000	0.000623	-0.005819
960.000000	-0.004118	-0.003067
1000.000000	-0.004893	-0.004834
1040.000000	-0.004396	-0.003635
1080.000000	-0.007501	-0.003711
1120.000000	-0.008060	-0.005743
1160.000000	-0.008580	-0.002077
1200.000000	-0.003538	-0.001523
1240.000000	-0.006918	-0.000583
1280.000000	-0.008539	-0.001378
1320.000000	-0.003056	0.001658
1360.000000	-0.008130	-0.000446
1400.000000	-0.004777	-0.002979
1440.000000	-0.002962	-0.005542
1480.000000	-0.007221	-0.001747
1520.000000	-0.006136	-0.005068
1560.000000	0.000158	-0.006453
1600.000000	-0.001066	-0.006777
1640.000000	-0.006827	-0.007505
1680.000000	-0.008135	-0.007272
1720.000000	-0.006324	-0.005475
1760.000000	-0.006463	-0.004464
1800.000000	-0.004470	-0.004245
1840.000000	-0.007330	0.000146
1880.000000	-0.006113	0.003437
1920.000000	-0.007074	0.000639
1960.000000	-0.004400	-0.002335
-2000.000000	0.009509	0.000824
-1960.000000	0.011160	0.011889
-1920.000000	0.002577	0.007965
-1880.000000	0.009287	0.008511
-1840.000000	0.006885	0.003248
-1800.000000	-0.000524	0.001444
-1760.000000	0.017909	0.003154
-1720.000000	0.008491	0.015011
-1680.000000	0.009931	0.005496
-1640.000000	0.003760	0.005702
-1600.000000	-0.002160	0.003463
-1560.000000	-0.002405	0.000357
-1520.000000	0.011911	0.005267
-1480.000000	0.006106	0.002885
-1440.000000	0.015146	0.004770
-1400.000000	0.014465	-0.001979
-1360.000000	0.007530	0.002181
-1320.000000	0.012006	-0.002029
-1280.000000	0.018938	0.004291
-1240.000000	0.023649	0.004236
-1200.000000	0.011157	-0.001719
-1160.000000	0.010967	0.004273
-1120.000000	0.009651	0.010301
-1080.000000	-0.003747	0.005746
-1040.000000	0.005660	0.014568
-1000.000000	0.010523	0.004579
-960.000000	0.005482	0.006516
-920.000000	0.011000	0.004563
-880.000000	0.022195	-0.002405
-840.000000	0.012651	0.004875
-800.000000	0.025317	0.003958
-760.000000	0.012289	0.003119
-720.000000	0.010535	0.002486
-680.000000	0.020616	-0.005244
-640.000000	0.015706	0.002542
-600.000000	0.018968	0.002299
-560.000000	0.023292	0.007361
-520.000000	0.003428	0.003819
-480.000000	0.016953	-0.001898
