0	3
1	3
2	3
3	3
4	3
40	42
41	42
42	42
43	42
44	46
45	46
46	46
47	46
135	135
136	136
221	224
222	224
223	224
224	224
225	224
226	229
227	229
228	229
229	229
230	229
320	320
321	321
421	423
422	423
423	423
424	423
425	427
426	427
427	427
428	427
501	504
502	504
503	504
504	504
505	504
506	509
507	509
508	509
509	509
510	509
596	599
597	599
598	599
599	599
600	599
601	604
602	604
603	604
604	604
605	604
693	695
694	695
695	695
696	695
866	869
867	869
868	869
869	869
870	869
871	874
872	874
873	874
874	874
875	874
977	980
978	980
979	980
980	980
981	980
982	985
983	985
984	985
985	985
986	985
1071	1072
1072	1072
1073	1072
1074	1074
1158	1158
1159	1159
1235	1235
1236	1236
1322	1322
1323	1323
1402	1403
1403	1403
1404	1403
1405	1405
1406	1405
1407	1405
1499	1499
1571	1572
1572	1572
1573	1572
1574	1577
1575	1577
1576	1577
1577	1577
1578	1577
1658	1658
1659	1661
1660	1661
1661	1661
1662	1661
1751	1754
1752	1754
1753	1754
1754	1754
1755	1754
1756	1759
1757	1759
1758	1759
1759	1759
1760	1759
1846	1846
1847	1847
1933	1936
1934	1936
1935	1936
1936	1936
1937	1936
1938	1941
1939	1941
1940	1941
1941	1941
1942	1941
2021	2022
2022	2022
2023	2022
2024	2026
2025	2026
2026	2026
2027	2026
2113	2116
2114	2116
2115	2116
2116	2116
2117	2116
2118	2122
2119	2122
2120	2122
2121	2122
2122	2122
2123	2122
2215	2219
2216	2219
2217	2219
2218	2219
2219	2219
2220	2219
2221	2225
2222	2225
2223	2225
2224	2225
2225	2225
2226	2225
2311	2314
2312	2314
2313	2314
2314	2314
2315	2314
2492	2496
2493	2496
2494	2496
2495	2496
2496	2496
2497	2496
2498	2501
2499	2501
2500	2501
2501	2501
2502	2501
2585	2585
2586	2586
2668	2670
2669	2670
2670	2670
2671	2670
2672	2676
2673	2676
2674	2676
2675	2676
2676	2676
2677	2676
2772	2772
2773	2773
2951	2955
2952	2955
2953	2955
2954	2955
2955	2955
2956	2955
2957	2959
2958	2959
2959	2959
2960	2959
3047	3051
3048	3051
3049	3051
3050	3051
3051	3051
3052	3051
3053	3057
3054	3057
3055	3057
3056	3057
3057	3057
3058	3057
3268	3269
3269	3269
3270	3269
3271	3271
3435	3436
3436	3436
3437	3436
3438	3438
3608	3611
3609	3611
3610	3611
3611	3611
3612	3611
3613	3616
3614	3616
3615	3616
3616	3616
3617	3616
3698	3701
3699	3701
3700	3701
3701	3701
3702	3701
3703	3706
3704	3706
3705	3706
3706	3706
3707	3706
3964	3966
3965	3966
3966	3966
3967	3966
3968	3970
3969	3970
3970	3970
3971	3970
4061	4062
4062	4062
4063	4062
4064	4065
4065	4065
4066	4065
4136	4136
4137	4137
4222	4224
4223	4224
4224	4224
4225	4224
4226	4226
4303	4305
4304	4305
4305	4305
4306	4305
4307	4307
4399	4399
4400	4400
4497	4500
4498	4500
4499	4500
4500	4500
4501	4500
4502	4504
4503	4504
4504	4504
4505	4504
4590	4591
4591	4591
4592	4591
4593	4593
4675	4675
4676	4676
4757	4757
4758	4758
4832	4832
4833	4833
4909	4909
4910	4911
4911	4911
4912	4911
4992	4995
4993	4995
4994	4995
4995	4995
4996	4995
4997	4998
4998	4998
4999	4998
5077	5080
5078	5080
5079	5080
5080	5080
5081	5080
5082	5084
5083	5084
5084	5084
5085	5084
5178	5181
5179	5181
5180	5181
5181	5181
5182	5181
5261	5261
5262	5262
5359	5360
5360	5360
5361	5360
5362	5363
5363	5363
5364	5363
5446	5446
5514	5516
5515	5516
5516	5516
5517	5516
5595	5597
5596	5597
5597	5597
5598	5597
5672	5673
5673	5673
5674	5673
5675	5675
5747	5747
5748	5748
5827	5829
5828	5829
5829	5829
5830	5829
5906	5909
5907	5909
5908	5909
5909	5909
5910	5909
5911	5914
5912	5914
5913	5914
5914	5914
5915	5914
5999	6003
6000	6003
6001	6003
6002	6003
6003	6003
6004	6003
6005	6008
6006	6008
6007	6008
6008	6008
6009	6008
6092	6095
6093	6095
6094	6095
6095	6095
6096	6095
6097	6100
6098	6100
6099	6100
6100	6100
6101	6100
6286	6289
6287	6289
6288	6289
6289	6289
6290	6289
6291	6294
6292	6294
6293	6294
6294	6294
6295	6294
6381	6381
6467	6470
6468	6470
6469	6470
6470	6470
6471	6470
6472	6475
6473	6475
6474	6475
6475	6475
6476	6475
6598	6599
6599	6599
6600	6599
6601	6602
6602	6602
6603	6602
6688	6692
6689	6692
6690	6692
6691	6692
6692	6692
6693	6692
6694	6695
6695	6695
6696	6695
6779	6782
6780	6782
6781	6782
6782	6782
6783	6782
6784	6786
6785	6786
6786	6786
6787	6786
6861	6864
6862	6864
6863	6864
6864	6864
6865	6864
6866	6869
6867	6869
6868	6869
6869	6869
6870	6869
6959	6963
6960	6963
6961	6963
6962	6963
6963	6963
6964	6963
7051	7054
7052	7054
7053	7054
7054	7054
7055	7054
7148	7151
7149	7151
7150	7151
7151	7151
7152	7151
7153	7156
7154	7156
7155	7156
7156	7156
7157	7156
7236	7236
7237	7237
7324	7324
7325	7326
7326	7326
7327	7326
7403	7403
7404	7404
7486	7490
7487	7490
7488	7490
7489	7490
7490	7490
7491	7490
7552	7552
7553	7555
7554	7555
7555	7555
7556	7555
7639	7641
7640	7641
7641	7641
7642	7641
7643	7645
7644	7645
7645	7645
7646	7645
7737	7738
7738	7738
7739	7738
7815	7819
7816	7819
7817	7819
7818	7819
7819	7819
7820	7819
7821	7825
7822	7825
7823	7825
7824	7825
7825	7825
7826	7825
7915	7916
7916	7916
7917	7916
7918	7919
7919	7919
7920	7919
8002	8005
8003	8005
8004	8005
8005	8005
8006	8005
8007	8008
8008	8008
8009	8008
8091	8093
8092	8093
8093	8093
8094	8093
8095	8097
8096	8097
8097	8097
8098	8097
8189	8189
8190	8191
8191	8191
8192	8191
8275	8278
8276	8278
8277	8278
8278	8278
8279	8278
8351	8353
8352	8353
8353	8353
8354	8353
8355	8357
8356	8357
8357	8357
8358	8357
8429	8433
8430	8433
8431	8433
8432	8433
8433	8433
8434	8433
8435	8436
8436	8436
8437	8436
8624	8624
8625	8625
8783	8783
8784	8784
8913	8916
8914	8916
8915	8916
8916	8916
8917	8916
8918	8922
8919	8922
8920	8922
8921	8922
8922	8922
8923	8922
9000	9003
9001	9003
9002	9003
9003	9003
9004	9003
9005	9008
9006	9008
9007	9008
9008	9008
9009	9008
9095	9098
9096	9098
9097	9098
9098	9098
9099	9098
9100	9104
9101	9104
9102	9104
9103	9104
9104	9104
9105	9104
9169	9173
9170	9173
9171	9173
9172	9173
9173	9173
9174	9173
9175	9178
9176	9178
9177	9178
9178	9178
9179	9178
9259	9262
9260	9262
9261	9262
9262	9262
9263	9262
9350	9354
9351	9354
9352	9354
9353	9354
9354	9354
9355	9354
9443	9446
9444	9446
9445	9446
9446	9446
9447	9446
9448	9451
9449	9451
9450	9451
9451	9451
9452	9451
9543	9543
9544	9546
9545	9546
9546	9546
9547	9546
9641	9641
9642	9643
9643	9643
9644	9643
