-2000.000000	0.005143	-0.003388
-1960.000000	0.008714	-0.003634
-1920.000000	0.003697	-0.006920
-1880.000000	0.005929	-0.007248
-1840.000000	0.005943	-0.008795
-1800.000000	0.006568	-0.008192
-1760.000000	0.008924	-0.006822
-1720.000000	0.007527	-0.004651
-1680.000000	0.003495	-0.002741
-1640.000000	0.003943	-0.001382
-1600.000000	0.006584	-0.006152
-1560.000000	0.003084	-0.001871
-1520.000000	0.006025	0.000183
-1480.000000	0.007948	-0.003574
-1440.000000	0.008000	-0.004945
-1400.000000	0.009511	-0.002923
-1360.000000	0.007761	0.001023
-1320.000000	0.005221	-0.006124
-1280.000000	0.013948	-0.008198
-1240.000000	0.011282	-0.010130
-1200.000000	0.008872	-0.003899
-1160.000000	0.005292	-0.000986
-1120.000000	0.001153	0.000419
-1080.000000	0.009064	-0.003264
-1040.000000	0.011870	-0.004642
-1000.000000	0.005563	-0.005148
-960.000000	0.004158	-0.007092
-920.000000	0.004766	-0.006384
-880.000000	0.005200	-0.004893
-840.000000	0.007870	-0.003597
-800.000000	0.007626	-0.007368
-760.000000	0.007991	-0.004230
-720.000000	0.008250	-0.008526
-680.000000	0.005193	-0.009027
-640.000000	0.006280	-0.006018
-600.000000	0.006398	-0.003490
-560.000000	0.002666	-0.001938
-520.000000	0.006619	-0.001041
-480.000000	0.011479	0.005253
-440.000000	0.010127	-0.000224
-400.000000	0.009559	-0.001778
-360.000000	0.009503	0.001863
-320.000000	0.003601	-0.000155
-280.000000	0.005924	0.000677
-240.000000	0.012513	0.001002
-200.000000	0.014395	-0.002404
-160.000000	0.017086	0.000209
-120.000000	0.023119	0.000209
-80.000000	0.024882	0.002545
-40.000000	0.013844	-0.003153
0.000000	-0.005420	-0.007120
40.000000	-0.017061	-0.007283
80.000000	-0.010096	-0.006007
120.000000	-0.004636	-0.004719
160.000000	-0.010648	0.000272
200.000000	-0.010783	-0.003959
240.000000	-0.011520	-0.000468
280.000000	-0.007996	0.002327
320.000000	-0.004770	-0.003511
360.000000	-0.009905	-0.007800
400.000000	-0.012515	-0.000599
440.000000	-0.008198	-0.004368
480.000000	-0.013667	-0.007400
520.000000	-0.015140	-0.008728
560.000000	-0.010889	-0.005796
600.000000	-0.006978	0.000126
640.000000	-0.008692	0.000634
680.000000	-0.006946	-0.004022
720.000000	-0.007976	-0.002033
760.000000	-0.002061	-0.002042
800.000000	-0.002272	-0.002049
840.000000	-0.002668	-0.000843
880.000000	-0.004081	-0.002459
920.000000	-0.005124	-0.007590
960.000000	-0.005262	-0.010691
1000.000000	-0.001914	-0.006340
1040.000000	-0.001881	-0.004337
1080.000000	-0.005971	-0.005434
1120.000000	-0.003889	-0.002084
1160.000000	-0.003853	-0.006202
1200.000000	-0.005126	-0.009416
1240.000000	-0.002712	-0.006663
1280.000000	-0.003379	-0.008760
1320.000000	-0.004483	-0.004858
1360.000000	-0.001982	-0.006479
1400.000000	-0.001032	-0.006593
1440.000000	-0.001024	-0.012721
1480.000000	-0.001460	-0.012637
1520.000000	-0.004243	-0.007245
1560.000000	-0.001615	-0.011095
1600.000000	-0.004860	-0.007106
1640.000000	-0.004597	-0.007660
1680.000000	-0.005640	-0.007717
1720.000000	-0.003734	-0.006280
1760.000000	-0.003095	-0.005819
1800.000000	-0.001378	-0.008494
1840.000000	-0.006035	-0.004752
1880.000000	-0.011608	-0.004460
1920.000000	-0.005850	-0.003367
1960.000000	-0.003737	-0.000995
-2000.000000	0.003862	-0.007664
-1960.000000	-0.001544	0.002408
-1920.000000	0.009076	-0.002002
-1880.000000	-0.001430	-0.011350
-1840.000000	0.002156	-0.004903
-1800.000000	0.000026	-0.000789
-1760.000000	-0.005477	0.000814
-1720.000000	0.010223	-0.005168
-1680.000000	0.007763	-0.001226
-1640.000000	0.002416	0.001581
-1600.000000	0.000412	-0.002236
-1560.000000	0.002532	-0.001480
-1520.000000	0.001809	-0.001374
-1480.000000	0.009701	0.000881
-1440.000000	0.003796	0.007388
-1400.000000	0.006295	0.005152
-1360.000000	-0.007235	-0.004746
-1320.000000	-0.011862	-0.008146
-1280.000000	-0.009596	-0.004543
-1240.000000	0.003834	-0.006606
-1200.000000	0.001589	0.001540
-1160.000000	0.001687	0.000665
-1120.000000	-0.002198	-0.008810
-1080.000000	0.006530	-0.002833
-1040.000000	-0.001446	0.000045
-1000.000000	0.001271	0.009195
